ResponseID,StartDate,EndDate,Week No.,Q001,Q001_999,Weight
R_3qChVjgIK6tpCwz,10/2/2017 0:00,10/2/2017 0:00,40,5,Tell me how to download Outlook since I paid for it with this subscription,1.08624
R_UJzIw3kvLSf1Lln,10/2/2017 0:00,10/2/2017 0:00,40,5,"Quicker and/or easier access to ""How To..."" tutorials based on what the user is attempting to at the moment.",0.62063
R_2TMD041yMcrdycA,10/2/2017 0:00,10/2/2017 0:00,40,5,,0.69233
R_1fadlF6tWLjainD,10/2/2017 0:00,10/2/2017 0:00,40,4,,0.49203
R_1d0lRz0r1mB3plS,10/2/2017 0:00,10/2/2017 0:00,40,5,Autosave . . really messes me up when it happens automatically.  Sometimes it saves changes over what I intend to be a sort of template Excel Sheet.,0.16803
R_1IB2YlNx23Lj4y7,10/2/2017 0:00,10/2/2017 0:00,40,5,It meets all of my needs at this time.,0.50966
R_2fdKUNIHbr0Nukn,10/2/2017 0:00,10/2/2017 0:00,40,5,,0.04566
R_3sglTGflg7RtSJ9,10/3/2017 0:00,10/3/2017 0:00,40,3,"In some way, have my Android devices remind me that I have Office 365 on my laptop.",3.17061
R_2WTGI9XPxd35HkI,9/19/2017 0:00,9/19/2017 0:00,38,4,,0.90501
R_AFnWigGUf1qbBbH,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.92881
R_2xWdUOIKuaVOf9B,10/3/2017 0:00,10/3/2017 0:00,40,5,I am not sure it can be improved for my purposes - maybe I do not know enough to make recommendations.,0.5603
R_1rubFEYXpCIAeYJ,10/3/2017 0:00,10/3/2017 0:00,40,5,Make linking to other iCloud accounts easier particularly google,0.01137
R_3EmYQf1OGzHGZsM,10/3/2017 0:00,10/3/2017 0:00,40,4,Lower the price or give more cloud storage. Because when I finish school I don't think I will keep using office. And I think the price is too high to just use occasionally.,0.33098
R_1IHtcABH2j2MfQm,10/3/2017 0:00,10/3/2017 0:00,40,3,Eliminate auto correct function.,0.05383
R_1pYwsOXSopu9DPU,10/3/2017 0:00,10/3/2017 0:00,40,5,,1.89569
R_2y3OeB78CvPx3aQ,10/3/2017 0:00,10/3/2017 0:00,40,5,Give free lessons online on how to use the different programs,5.00002
R_rkiek56tFAOpCcV,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.33905
R_1d7emjujEj213v1,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.33905
R_27cWKYlLkuduFxX,10/3/2017 0:00,10/3/2017 0:00,40,1,Provide some decent customer service. I had so many problems logging in with your program on campus at Iowa State University. When I tried to contact customer service I couldn't find contact information i.e. post you contact email and telephone number.,5.00004
R_1RDJieUvqc1lxst,10/3/2017 0:00,10/3/2017 0:00,40,5,Don't have any suggestions.,0.00784
R_sGnUQwnFMo3pbKp,10/3/2017 0:00,10/3/2017 0:00,40,5,,5.00008
R_RJDqpxuOpVibBsd,10/3/2017 0:00,10/3/2017 0:00,40,1,rip off,0.08499
R_BPKnO6kcGWC45vX,10/3/2017 0:00,10/3/2017 0:00,40,4,More flexibility on the number of device installs.,0.61311
R_2OTG5XivfVxWSnL,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.40729
R_2sbFmXavBqmmVVL,10/3/2017 0:00,10/3/2017 0:00,40,3,I still have problems with the program since I changed my email address.  Cannot log in on regular basis.,1.12331
R_1lnLOcRJWvycQaL,10/3/2017 0:00,10/3/2017 0:00,40,5,Provide a way to more easily purchase hosted exchange service that I can use with outlook.,1.69654
R_9vOD4TGOWFjD3Nf,10/3/2017 0:00,10/3/2017 0:00,40,5,i'm not sure you can.,0.01978
R_3fpmUPdjpAM8o3V,10/3/2017 0:00,10/3/2017 0:00,40,4,Make it more affordable for the average consumer,0.06281
R_2YWlRY6OOXz2vLk,10/3/2017 0:00,10/3/2017 0:00,40,5,Outlook keeps jumping within the inbox. Otherwise love the products - all of them.,0.07403
R_1LCr8BF8EQmJcTU,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.0614
R_0IcudCYzU9RwCoV,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.01665
R_31MEWUKcbSv0teo,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.33905
R_241PgcV9BGFIUTU,9/19/2017 0:00,9/19/2017 0:00,38,1,,0.95917
R_31sbIrGiZPvSiWW,10/3/2017 0:00,10/3/2017 0:00,40,5,Works fine to me,1.96604
R_3Rq1e6rKz9dAWIx,10/3/2017 0:00,10/3/2017 0:00,40,1,I should be able to globally disable auto-save because I don't want to use it.,0.33098
R_1kSsstwgXsj3qAl,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.33906
R_3NECLznbcHfPzYq,10/3/2017 0:00,10/3/2017 0:00,40,3,Dunno,0.05081
R_1IfPg8NGDkf80U5,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.23651
R_1lspJeY4teUfmE5,10/3/2017 0:00,10/3/2017 0:00,40,4,N/A,3.11207
R_2PAN1M5fDiNmw8F,10/3/2017 0:00,10/3/2017 0:00,40,5,Improve phone use.,0.00784
R_3iXrFOa7rmkRgoa,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.33745
R_pz6HLrSUMu8byql,10/3/2017 0:00,10/3/2017 0:00,40,4,Make access easier,0.22669
R_Dct6IawZseDsTO9,10/3/2017 0:00,10/3/2017 0:00,40,5,By making it good and better,2.27333
R_sFNbsWur36vSRMt,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.75512
R_1cXMv8Pyq9V3JhK,10/3/2017 0:00,10/3/2017 0:00,40,2,I still don't know what office 365 is.,0.10943
R_SUVZcuWeuKd4nv3,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.02651
R_21BeUv0SOdHuECx,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.08354
R_31TyDpnikFONYgZ,10/3/2017 0:00,10/3/2017 0:00,40,4,,0.0423
R_1IYknhvwWjRVa9I,10/3/2017 0:00,10/3/2017 0:00,40,3,"In word, right click options are extremely slow. Please fix this.",0.10626
R_2f21uLpuANjSThP,10/3/2017 0:00,10/3/2017 0:00,40,5,,0.16034
R_6s1n5FZ4W0zAiuR,10/4/2017 0:00,10/4/2017 0:00,40,5,Tutorials,1.77809
R_24NL0Cx6KKA6ydE,10/4/2017 0:00,10/4/2017 0:00,40,4,Make it easier to find programs.,0.41093
R_2Qoold7l9B5FFVs,10/4/2017 0:00,10/4/2017 0:00,40,1,Simplify.,0.45536
R_3hnjCB9CF11m1WL,10/4/2017 0:00,10/4/2017 0:00,40,1,,2.68547
R_6EfGsdg3QWEyJ3P,10/4/2017 0:00,10/4/2017 0:00,40,4,,0.21166
R_2vZfT6yAaFmc8xM,10/4/2017 0:00,10/4/2017 0:00,40,5,,0.10994
R_3fvPbhQDmeTbm52,10/4/2017 0:00,10/4/2017 0:00,40,5,,0.03972
R_DMkx9D7fpQTIrU5,10/4/2017 0:00,10/4/2017 0:00,40,5,,0.23651
R_2dfJ5aWyiyGRR3y,10/4/2017 0:00,10/4/2017 0:00,40,4,,0.11129
R_1jdJMWXZhLvm5yl,10/4/2017 0:00,10/4/2017 0:00,40,5,"First of all, I have office several computers, which are used in business, and have enjoyed it, not so much 365 as older versions.\I do have one problem which has  been very disappointing.\I bought a new Surface Pro 3 in January, which came with Office 365.\I have never been able to activate the copy due to a technical message that I have loaded to many copies.\I tried texting in my account to MS, with no results.\I also called and left a message with no results.\The sad part is that I did get a call for a foreigner and could not understand her broken english, this was on a sunday and I wasn't home and a voice message was left on my answering machine.\I would like to get the copy on my SurfacePro activated.\I have two other new laptops, which I have not installed software on yet.\I will share other information about the use and recommendations when and If I ever I ever get this copy activated.",0.04434
R_DAdCg0euobzEWsh,10/4/2017 0:00,10/4/2017 0:00,40,3,A little more user friendly and instuctional.,0.23013
R_bjDcFi06eWL5L6p,10/4/2017 0:00,10/4/2017 0:00,40,4,,0.93942
R_3kt80MFyVBGjInD,9/20/2017 0:00,9/20/2017 0:00,38,1,"I cannot get into the program to use it, so I wasted my money. My son who was a programmer passed away and I do not have computer help.",1.42638
R_AtzIaErZXiwPVgB,10/4/2017 0:00,10/4/2017 0:00,40,4,,3.17061
R_rkygnap0IpX0dax,10/4/2017 0:00,10/4/2017 0:00,40,4,,3.4254
R_333yscgPSkcGYNX,10/4/2017 0:00,10/4/2017 0:00,40,5,I am not a big fan of the subscription plan.,5.00005
R_4PmB4PyGXIwlWZb,10/4/2017 0:00,10/4/2017 0:00,40,3,Make the functions clearer and easier to find.,0.0614
R_3fYR49zZspE7ueO,9/20/2017 0:00,9/20/2017 0:00,38,5,,2.40485
R_300shnDAzGld4Z5,10/4/2017 0:00,10/4/2017 0:00,40,3,,1.81677
R_RE4YACK7n6odZrX,10/4/2017 0:00,10/4/2017 0:00,40,1,"Make the license more affordable. As just one example, Polaris has most of the same features, and I don't have as many problems linking to the account, sharing files, or even converting file formats as I typically find with Office 365. At the end of my license period, I plan to return to the more classic Office 2016 or abandon Microsoft Office entirely.",0.59062
R_bkNRgzuAmTDX8gp,9/20/2017 0:00,9/20/2017 0:00,38,4,,1.21929
R_Y9MWvr6KSTppOh3,10/4/2017 0:00,10/4/2017 0:00,40,4,,1.26296
R_3irKho4LcUmCM5p,9/20/2017 0:00,9/20/2017 0:00,38,5,,4.41495
R_1mw1w5sRIXzqQZR,10/4/2017 0:00,10/4/2017 0:00,40,4,"Very good now, better if the applications would load faster.",0.39556
R_xooABfbkR9Lhsm5,10/4/2017 0:00,10/4/2017 0:00,40,4,,0.23216
R_6QnjY4u52l5o05H,10/4/2017 0:00,10/4/2017 0:00,40,4,??,0.39772
R_1f7YHPO0WegVngE,10/4/2017 0:00,10/4/2017 0:00,40,3,Lower the cost,0.18602
R_1QK1kOkNxsW5SYz,10/5/2017 0:00,10/5/2017 0:00,40,4,No changes,3.17977
R_3KOZPNm2TDVc7st,10/5/2017 0:00,10/5/2017 0:00,40,5,,0.09421
R_1OGEB7LdQkgMxIz,10/5/2017 0:00,10/5/2017 0:00,40,4,,0.4094
R_BFDRYDyggYfFcsN,10/5/2017 0:00,10/5/2017 0:00,40,3,lower the yearly cost,0.17227
R_3JyBs3pd4ixkJeN,10/5/2017 0:00,10/5/2017 0:00,40,5,I see nothing that needs improvement,0.07403
R_1OW8rEvL2iaqxtg,10/5/2017 0:00,10/5/2017 0:00,40,5,,0.61311
R_DV4OZIdt3eugYqR,10/5/2017 0:00,10/5/2017 0:00,40,5,Cannot find my snipping tool icon anymore. Not sure how to find things that have moved.,0.11129
R_WumwWj8I5eHk0QF,10/5/2017 0:00,10/5/2017 0:00,40,3,,1.02722
R_3kGQRFHRd8Gvju1,10/5/2017 0:00,10/5/2017 0:00,40,5,Continued development of grammar and syntax checking with word. Fix OneNote's random lockups. I would switch from Evernote but cannot trust OneNote.,0.33905
R_25NGyltYI7mvnGa,9/13/2017 0:00,9/21/2017 0:00,37,1,I don't care for it. I would not use it.,0.01263
R_3ikfNaT0vCP1ZMZ,10/5/2017 0:00,10/5/2017 0:00,40,4,,0.15659
R_bNFTwm0ldSw3jXn,9/21/2017 0:00,9/21/2017 0:00,38,5,,2.9351
R_7QmnxPhGDlsKEPH,9/21/2017 0:00,9/21/2017 0:00,38,3,MAKE IT EASIER TO USE AND UNDERSTAND,0.17031
R_3EYiC8cZqooAPJo,10/5/2017 0:00,10/5/2017 0:00,40,3,"Everything takes far longer to load than it should. I have no plugins that I know of so I can't fathom why a word processor takes longer to load than a game. Too many intuitive and user friendly features are weirdly absent or worse, removed. If Office wasn't a necessity demanded by work then I'd never use it.",0.48032
R_bJavJB9GgkYdHkV,9/22/2017 0:00,9/22/2017 0:00,38,3,,2.12321
R_2EH5Af4tnQDlF8D,10/6/2017 0:00,10/6/2017 0:00,40,1,"You always say that you will deduct my payment on the first of the month and you do so earlier than that and cause my checking account to go crazy.  I ask you not to do this, but you just ignore me.",1.03982
R_8BN6x0SkYTQ6mBn,9/22/2017 0:00,9/22/2017 0:00,38,5,Make it free,0.15964
R_cDakCerGSrbH40d,9/22/2017 0:00,9/22/2017 0:00,38,5,,4.75491
R_1LH6DljvMxEIdbT,9/22/2017 0:00,9/22/2017 0:00,38,5,"I like the Outlook app on Android, but it would be nice if you could customize some of the functions, like the quick actions in the notifications (e.g. it would be nice to have options to mark read, archive, and delete from the notification shade). It would also be nice for some of the desktop versions of the Office apps to incorporate some of the features from the windows store versions of the apps. For example, OneNote from the Windows Store has a really cool math feature that allows you to graph equations just by selecting them, which isn't present on the full desktop version of OneNote. Also pen latency is still an issue on desktop versions of Office compared to the Windows Store versions.",1.05057
R_2w03GcJN7zpND9K,10/6/2017 0:00,10/6/2017 0:00,40,4,,0.04055
R_2wKVk1gIVDsElwd,10/6/2017 0:00,10/6/2017 0:00,40,4,I dislike the subscription nature of the product.,0.33905
R_3fdX5J1cVVpmeGg,10/6/2017 0:00,10/6/2017 0:00,40,3,,0.24595
R_1MKzABUHB4GRrNb,9/22/2017 0:00,9/22/2017 0:00,38,5,,0.2377
R_1ONyWsi9aD0w617,10/6/2017 0:00,10/6/2017 0:00,40,4,,0.92914
R_2VlI15PcFIAovKF,10/6/2017 0:00,10/6/2017 0:00,40,5,,1.82143
R_1rGlFtOD7FJDZ3U,10/6/2017 0:00,10/6/2017 0:00,40,4,The only thing i could recommend is making the online version of outlook look more like the desktop version of outlook.,1.26613
R_2cCle2q8o4D7fZS,9/22/2017 0:00,9/22/2017 0:00,38,4,,0.09205
R_2QAmwzrbruMBiCZ,10/6/2017 0:00,10/6/2017 0:00,40,5,,0.69233
R_cG7GRS8BIj2QKZP,10/6/2017 0:00,10/6/2017 0:00,40,3,There are too many processes runing in the background and it makes my computer really slow!,5.00004
R_3JIVJ8qvrSBdhlm,9/22/2017 0:00,9/22/2017 0:00,38,3,It just seems it's keeps changing. I'm not that good with the office yet due to the fact I no long work.,0.12143
R_5aP7ogPUwuJt4pb,10/6/2017 0:00,10/6/2017 0:00,40,5,Works great,0.01826
R_1BVeTda9ibqTUDe,10/6/2017 0:00,10/6/2017 0:00,40,3,Give a free version instead of monthly subscription!,0.1172
R_32VZ71yca3h8V1g,10/6/2017 0:00,10/6/2017 0:00,40,4,"I am a basic office user, I don't need fancy, or flashy, just programs that get the jobs done  and so far Office provides that.",0.69233
R_29t4EyAGyiHH7Yn,10/6/2017 0:00,10/6/2017 0:00,40,5,It's great.  I wanted to know how I can purchase it so I do not have to pay every year?,0.03564
R_25EC7mVmEnpnMx0,10/6/2017 0:00,10/6/2017 0:00,40,3,,0.33933
R_BtE2duiBuUuQn2V,10/7/2017 0:00,10/7/2017 0:00,40,3,easier access from all devices.  Access from iphone.,0.39772
R_2QYh0BBgmZTURE6,10/7/2017 0:00,10/7/2017 0:00,40,1,,0.69233
R_2taH7UMRd7i9V9u,10/7/2017 0:00,10/7/2017 0:00,40,5,"Clear, easily followed information on use.",1.81677
R_3MsXTAyoLkWpx2H,10/7/2017 0:00,10/7/2017 0:00,40,5,It is great.,0.09116
R_DI6NOJFf57OrTSV,10/7/2017 0:00,10/7/2017 0:00,40,5,No recommendations at this time.,0.62063
R_1LGU15hh4oDtsqk,10/7/2017 0:00,10/7/2017 0:00,40,5,,0.49997
R_2dpbuXiI9honGH7,10/7/2017 0:00,10/7/2017 0:00,40,3,Too difficult to locate files,0.09421
R_3EXeW4o52lJxfWB,10/7/2017 0:00,10/7/2017 0:00,40,4,Hi no issues,0.36934
R_2UhH5ggO13MR0dL,10/7/2017 0:00,10/7/2017 0:00,40,2,I don't like it,0.09421
R_3ML4FSJ5iVPj9e9,10/7/2017 0:00,10/7/2017 0:00,40,5,Keep improving the function of the web and mobile apps.,0.0423
R_3O0yf1kagLgm26S,10/7/2017 0:00,10/7/2017 0:00,40,5,,2.07901
R_1hzozEWQBmQc41W,10/7/2017 0:00,10/7/2017 0:00,40,5,Easier to figure out what I am doing wrong not easy to figure where to find answers,0.89201
R_116m1SSUsVrnreU,10/7/2017 0:00,10/7/2017 0:00,40,5,,1.75839
R_26fozgRPVcYuIV7,10/7/2017 0:00,10/7/2017 0:00,40,5,,1.75839
R_24kfrYOxmJkmQQc,10/7/2017 0:00,10/7/2017 0:00,40,5,,0.50116
R_0CcS9vEZpuDrjPj,10/7/2017 0:00,10/7/2017 0:00,40,5,Tutorials or helpful hints would be nice for those of us that don't yet know the ins and out of Office,0.58077
R_3Eh86jvERfEyc6h,10/7/2017 0:00,10/7/2017 0:00,40,5,,5.00005
R_ai8W6GipnScKhlD,10/7/2017 0:00,10/7/2017 0:00,40,4,,0.15488
R_1l3JYit1JueP0ne,10/8/2017 0:00,10/8/2017 0:00,41,3,I'm an educator with a local College and price and ability to collaborate is my Prime concerns.,2.11348
R_PHUUopFuIyeL50l,10/8/2017 0:00,10/8/2017 0:00,41,3,find 'old' functionality more easily.  Simplify the formatting process. Fix bugs like emoticons in Outlook.  Make use of symbols more easily accessed. Allow a computer to stay logged in for using MSOffice products,0.0629
R_3k6AaLdDdOib0VB,10/8/2017 0:00,10/8/2017 0:00,41,5,,0.16214
R_1eLgclfg3PiT7Y8,9/24/2017 0:00,9/24/2017 0:00,39,4,For me perfect,0.1811
R_Ah7gdhHHQUvQbuh,10/8/2017 0:00,10/8/2017 0:00,41,4,,0.0756
R_emp1K8ePZUExhV7,10/8/2017 0:00,10/8/2017 0:00,41,5,,1.40205
R_2fm72OUSCFxrUU1,10/8/2017 0:00,10/8/2017 0:00,41,4,Keep on top of the glitches,0.82032
R_1pzmE4zy3wyYIbP,10/8/2017 0:00,10/8/2017 0:00,41,4,"Especially for Excel why do you not include Power pivot in all versions of excel? it makes no sense as it is only included in certain ""business"" Office subscriptions. Why. It is not really transparent as well that this is the case.",0.21326
R_1MJUt0FutWulvtS,10/8/2017 0:00,10/8/2017 0:00,41,3,make it available for everyone - not just business or school,0.13423
R_20YwuwSnm8JI4y3,10/8/2017 0:00,10/8/2017 0:00,41,5,,0.09793
R_1jZLbvDws2JcnAo,10/8/2017 0:00,10/8/2017 0:00,41,5,Lower the price.,0.1
R_1pEBxePOLpH5ook,10/8/2017 0:00,10/8/2017 0:00,41,5,"Actually, I still haven't started using my current free version (1-year offer) of Office 365 on a daily basis just a couple of times so far. However, so far it's great...",0.37863
R_3Ja8oyUCtVK1OEB,9/24/2017 0:00,9/24/2017 0:00,39,4,,0.16153
R_31Mjmz0XM8k8UZl,10/8/2017 0:00,10/8/2017 0:00,41,4,For casual use the subscription price can be a bit high.,0.70622
R_2YE5baJJrJzeS8Q,9/24/2017 0:00,9/24/2017 0:00,39,4,,1.59436
R_1o0j2bLn1ELMoDo,10/9/2017 0:00,10/9/2017 0:00,41,5,It is fine the way it is for now.,0.92702
R_UDVOkP6FEMKmGgp,10/9/2017 0:00,10/9/2017 0:00,41,4,,3.21435
R_6g0NcqLa3s20pPP,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.50016
R_2qsWCp4fFUhTxJw,10/9/2017 0:00,10/9/2017 0:00,41,3,,0.17553
R_pnQiPAke0ScBwVH,10/9/2017 0:00,10/9/2017 0:00,41,3,THE PRICE IS TOO HIGH,5.00006
R_RytXVe4MD6Tf613,10/9/2017 0:00,10/9/2017 0:00,41,5,Lower the prices.,1.72908
R_2bVuynPtPmC7cdU,10/9/2017 0:00,10/9/2017 0:00,41,3,real support,0.03797
R_3lWBW6IyDNmOQcQ,9/25/2017 0:00,9/25/2017 0:00,39,3,I do not know where to go for help with an issue I am having. Update on Excel won't download,0.1468
R_2sc3bGLREH6wP2b,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.50016
R_2QDIsSeaJd8LZR7,10/9/2017 0:00,10/9/2017 0:00,41,5,It's all good,0.56309
R_23UWa123PDhP7ex,10/9/2017 0:00,10/9/2017 0:00,41,4,,0.07197
R_8dfdGww343Xmegp,9/25/2017 0:00,9/25/2017 0:00,39,4,"Make Outlook less ""bulky""",5.00003
R_2BA6WFwiGdCm5xx,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.05686
R_1eyFBAqDuKWZ9YL,10/9/2017 0:00,10/9/2017 0:00,41,5,,1.0409
R_W67ytKJ1odQhgPv,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.26999
R_1FS4rwDUmb5cEXj,10/9/2017 0:00,10/9/2017 0:00,41,1,"remove ""computer specific"" application and stop the subscription service.  We will never purchase it on subscription and will other software that isn't so restrictive",0.40521
R_2axfo4REE7wLNIq,10/9/2017 0:00,10/9/2017 0:00,41,1,,3.08668
R_3L1oNDD94CDVtP9,10/9/2017 0:00,10/9/2017 0:00,41,5,,0.11435
R_1mslxEN8OzdheUb,9/25/2017 0:00,9/25/2017 0:00,39,3,I need someone to call me about reactiving my subscription at 414-915-6855.,0.14128
R_2QoEgPFMORtpMtl,10/9/2017 0:00,10/9/2017 0:00,41,5,,3.08668
R_3xsY3xw9TVn4OJP,10/10/2017 0:00,10/10/2017 0:00,41,5,Develop and provide better onboarding and self-help training so that businesses and users can learn how to perform a lot of the work themselves rather than relying on business partners or consultants to help wtih initial configuration and migration/hybrid settings.,0.21326
R_AcfPsjyBtwZ6iUp,9/26/2017 0:00,9/26/2017 0:00,39,5,,0.14128
R_Q4VLduLSoRa7pK1,10/10/2017 0:00,10/10/2017 0:00,41,4,I have a hard time getting it to update and would like to see auto updates,0.11102
R_2v5GFAS9MpQxMri,10/10/2017 0:00,10/10/2017 0:00,41,4,,0.03797
R_RJKh0ObF6VPzHUt,10/10/2017 0:00,10/10/2017 0:00,41,3,You could make my word work instead of things saving on word pad.,0.40521
R_23dAxNO1cFWdEeY,9/26/2017 0:00,9/26/2017 0:00,39,3,,2.03677
R_3qBEv2UT1lPCv5i,10/10/2017 0:00,10/10/2017 0:00,41,5,more templates,0.48356
R_1lgDjSuZi0ni4XK,10/10/2017 0:00,10/10/2017 0:00,41,5,"No recommendation yet, still trying to take advantage of all that it offers at this present time",0.74566
R_3dWYLVCaGsFvGZE,10/10/2017 0:00,10/10/2017 0:00,41,1,I can't figure out to renew my subscription,0.35348
R_2dFKmqXCu2qbSse,10/10/2017 0:00,10/10/2017 0:00,41,3,New to office still learning,0.67773
R_2dgsg8bjRlD8V7U,10/10/2017 0:00,10/10/2017 0:00,41,5,Make it cheaper,0.99088
R_3k6bbdegLcXCseu,10/10/2017 0:00,10/10/2017 0:00,41,5,,0.07083
R_3HzVxUKSJEsZrDv,10/10/2017 0:00,10/10/2017 0:00,41,3,,0.3652
R_31QRUMxmxE6w0yF,10/10/2017 0:00,10/10/2017 0:00,41,5,"make the integration between home computing & the cloud simpler, many of my friends/colleagues simply don't understand what O365 does and provides for them",3.08668
R_2QsPdyz2LmEpywK,10/10/2017 0:00,10/10/2017 0:00,41,5,Should be cheaper,0.24203
R_RPuBC5FuHlEO40N,10/10/2017 0:00,10/10/2017 0:00,41,5,Lower price and use it off line,2.80119
R_2pVNbI4Finj4tyJ,10/10/2017 0:00,10/10/2017 0:00,41,5,,0.24203
R_3sppHlQGnaoPdjW,10/10/2017 0:00,10/10/2017 0:00,41,5,,5.00005
R_2tLjwp0dTjnHiC5,10/11/2017 0:00,10/11/2017 0:00,41,3,,0.18322
R_1rHaiJwfma1gT56,10/11/2017 0:00,10/11/2017 0:00,41,1,it is very slow and also difficult to find saved files,0.21388
R_3kaBqL6SUZ7pSCq,10/11/2017 0:00,10/11/2017 0:00,41,4,,0.24203
R_2XigIaEL8WPioHF,10/11/2017 0:00,10/11/2017 0:00,41,5,2 year +,1.67733
R_2tx2mDH78mXNthM,10/11/2017 0:00,10/11/2017 0:00,41,4,So that it works better with mobile devices. I have a hard time navigating on the mobile device.,0.62554
R_27kWyHBZWFNkdmc,10/11/2017 0:00,10/11/2017 0:00,41,3,Make it more intuitive.,0.07923
R_2WvRQWVh9ECj1hh,10/11/2017 0:00,10/11/2017 0:00,41,4,PowerPoint keeps crashing.  You get error reports but the problem persists.,0.27781
R_2v8iMkcW67dBzD1,10/11/2017 0:00,10/11/2017 0:00,41,1,Refuse to buy software I have to renew every year.,0.06129
R_12RNV6RrUyMBjAz,10/11/2017 0:00,10/11/2017 0:00,41,5,"easier access to my office I do not know which version i bought, i thought i bought a certain version and i think i am using another...love to find out what is what",0.36234
R_UFKhwBbuV7vB0d3,9/27/2017 0:00,9/27/2017 0:00,39,2,I can't use it because you say I have two many devices. It's infuriating. I only have 2,2.03677
R_3MxQtnVf9SbnkNp,10/11/2017 0:00,10/11/2017 0:00,41,4,,1.11631
R_3iC5bQ1pLopXVdA,10/11/2017 0:00,10/11/2017 0:00,41,4,,0.07859
R_eQcgpiqbx33SUmZ,10/11/2017 0:00,10/11/2017 0:00,41,5,"Make a lot of themes to personalize your Office 365, such as even holiday designs.",1.63035
R_2CKwIJdiZq78M3h,10/11/2017 0:00,10/11/2017 0:00,41,4,I prefer the desktop version of all software,0.36182
R_BM4OPqp6opD2lYR,10/11/2017 0:00,10/11/2017 0:00,41,5,,0.26999
R_sR629SbhPGl8ynD,10/11/2017 0:00,10/11/2017 0:00,41,5,,0.76078
R_3LgRn250mqa3sT7,10/11/2017 0:00,10/11/2017 0:00,41,4,Update less often,4.32571
R_2Cs0GaLV99VBZcW,10/11/2017 0:00,10/11/2017 0:00,41,5,,4.78101
R_2afZW8S5WPXOYC8,10/11/2017 0:00,10/11/2017 0:00,41,3,"More point and click formats would be of great help. In other words, If I had a set names/data I seek to see in a certain format, that format has already been created requiring a simple P&C action to fill it in.",0.21665
R_3OktWP0Pv8lAmPJ,10/11/2017 0:00,10/11/2017 0:00,41,5,"Not cost so much, and make it more backward compatible.",0.10758
R_1gjdM5uxvDpvmFy,10/11/2017 0:00,10/11/2017 0:00,41,3,"It is complicated to download in addition, I have been unsuccessful changing my credit card information and adding a non-profit heading to the account.",0.83527
R_3HjJfuz2Cn4a41m,10/11/2017 0:00,10/11/2017 0:00,41,3,,0.74566
R_1nMDYmgZohEyrlD,10/11/2017 0:00,10/11/2017 0:00,41,5,Please a version of MS Excel free. The rest are excelent.,0.27808
R_1EfUMV9KP1NSwJj,10/11/2017 0:00,10/11/2017 0:00,41,5,"Better clarity/visibility to the default drive that is setup, just too many drives to choose from in file explorer",0.27248
R_2c47Fl5okYMm6yJ,10/11/2017 0:00,10/11/2017 0:00,41,4,,0.26678
R_2Xh34aDvi1hvScY,10/11/2017 0:00,10/11/2017 0:00,41,5,"Outlook continues to have issues.  A Microsoft technician had to reset Outlook so it would stop crashing on my notebook.  Every now and then it still has to reset itself, but it doesn't crash.",0.10942
R_AuNOUSGWQVzAvVn,10/11/2017 0:00,10/11/2017 0:00,41,4,It's a staple.,0.08769
R_RUiWdTvcXJLUWJP,10/11/2017 0:00,10/11/2017 0:00,41,5,More information when errors occur,1.63035
R_a46f8fYqczZdGaR,10/11/2017 0:00,10/11/2017 0:00,41,5,,0.0552
R_2CrejNS91e5zQhO,10/11/2017 0:00,10/11/2017 0:00,41,5,Use for personal info. Cost could be lowered,0.08645
R_WeASGWvuJxZzuFj,10/11/2017 0:00,10/11/2017 0:00,41,5,Make it easier to know when the program has available updates.,0.20901
R_d1fXPy5HYcjJXQ5,9/28/2017 0:00,9/28/2017 0:00,39,5,lessen cost,5.00003
R_1QlxmEyYMP5lHc8,10/12/2017 0:00,10/12/2017 0:00,41,5,,0.59032
R_3kKYAfnRXw6N1vJ,10/12/2017 0:00,10/12/2017 0:00,41,5,Less expensive,0.26999
R_1Nkx1HcwvNfR7l4,10/12/2017 0:00,10/12/2017 0:00,41,5,I love all of the features.,1.97069
