"","all.ResponseID","all.wc","all.polarity","all.pos.words","all.neg.words","all.text.var","group.ResponseID","group.total.sentences","group.total.words","group.ave.polarity","group.sd.polarity","group.stan.mean.polarity"
"2156","R_3g1N3R4e1RQzs5Q",1,0,"-","-","Price","R_24C8RiEYdzsJdtY",1,0,NA,NA,NA
"2157","R_PYbQHKOudbKqogx",0,NA,"-","-","","R_24CdGt4PncDUj4A",1,11,0,NA,NA
"2158","R_qwQFmuF60euJc5P",0,NA,"-","-","","R_24cKgkLvMum773X",1,5,0.447213595499958,NA,NA
"2159","R_1BWqFJGquReTXwM",0,NA,"-","-","","R_24CR1FnwT1byTLA",1,0,NA,NA,NA
"2160","R_2R3byQJLLbMoaBy",42,-0.154303349962092,"-","gripe","My biggest gripe is the auto updates. The creator update took over my computer for 2 hours when I really wanted to use it. I won't forget that. The next time I shop for a computer an Apple product will be seriously considered.","R_24Da36SMq7r7leg",1,5,0,NA,NA
"2161","R_12yxmL4BIcE7c7t",7,0.377964473009227,"free","-","Make it free after the first year.","R_24dC3hZUhY8DgUJ",1,0,NA,NA,NA
"2162","R_1Nay3oTbEiUREne",33,-0.174077655955698,"-","bs","Get rod of the subscription model...that's some B.S. what happen to buying a computer no strings attached. I will switch to Apple if I cannot rely on my Office Suite License.","R_24DfEzeKZxtGnpw",1,32,0.494974746830583,NA,NA
"2163","R_3Mus2Z5YS6JZztK",11,-0.603022689155527,"-","c(""unreliable"", ""irritating"")","The sync features have always seemed unreliable and irritating to troubleshoot","R_24dOV1QrHYO4ZcD",1,33,0.313339780720256,NA,NA
"2164","R_2bQcQFJPKytIbsr",0,NA,"-","-","","R_24eodVDdoLklo7L",1,0,NA,NA,NA
"2165","R_1f7oKSBmrB8zDUv",10,0.632455532033676,"c(""easier"", ""faster"")","-","Make the program easier to download or faster to download.","R_24epqverT55bj1B",1,10,0,NA,NA
"2166","R_3nTP8Aj5gmix18o",14,-0.267261241912424,"-","dislike","I dislike having to do updates everytime i want to start up my computer.","R_24FYlZsosuM9TOd",1,34,-0.308697453256516,NA,NA
"2167","R_RfzCoMOz2Jouil3",0,NA,"-","-","","R_24Hj7Ujdb2nBnZz",1,0,NA,NA,NA
"2168","R_3dKYykiFQtlHYar",5,-0.447213595499958,"-","poor","Too many options, poor functionality.","R_24iMifxohnHyHxt",1,0,NA,NA,NA
"2169","R_tYda9peHTu7khUJ",18,0.424264068711929,"like","-","I don't understand how to add an email to Microsoft outlook. Which I would really like to do.","R_24IweDaU4JJpgZD",1,56,0.267261241912424,NA,NA
"2170","R_3FIMLB4awDLULpB",0,NA,"-","-","","R_24IzlzE2s26006i",1,9,0.333333333333333,NA,NA
"2171","R_3ssvwFlRcyQFHgw",0,NA,"-","-",".","R_24jai8DbUS2dBSr",1,0,NA,NA,NA
"2172","R_1CI01D66qpfG67X",0,NA,"-","-","","R_24JcRo7oGucmln5",1,0,NA,NA,NA
"2173","R_1dojm7JCUUW6QIc",0,NA,"-","-","","R_24juZ1gmJI6eyRV",1,0,NA,NA,NA
"2174","R_BK4C7DvdKrQQWWt",0,NA,"-","-","","R_24kDbZOtYQADdbz",1,2,0,NA,NA
"2175","R_3KQ1kQFJtsaTLao",0,NA,"-","-","","R_24kDW5y1nUmuuYn",1,6,0,NA,NA
"2176","R_27ah4Bc2RUOLXUt",0,NA,"-","-","","R_24kfrYOxmJkmQQc",1,0,NA,NA,NA
"2177","R_BJpqosgUA445cmR",0,NA,"-","-","","R_24kHvDUw4gQk1ux",1,20,0.223606797749979,NA,NA
"2178","R_26eDQVg3Wi31eGJ",3,0.577350269189626,"free","-","Make it free.","R_24kjPAoVSDI3TYa",1,60,-0.129099444873581,NA,NA
"2179","R_pnmwBW7wEyVYfDP",0,NA,"-","-","","R_24kokFd7rwRJ4y0",1,11,0,NA,NA
"2180","R_2riH6Qrq3weLExK",7,0.755928946018454,"c(""thank"", ""good"")","-","Thank You for 365 being a good service.","R_24ksXEehZ35De6Q",1,1,0,NA,NA
"2181","R_1Q9OOWtPxemFCCW",10,-0.316227766016838,"-","bogus","Sell for a price then quit.  Annual renewal is bogus!","R_24MEF8sihCWV1gM",1,5,0.447213595499958,NA,NA
"2182","R_vN27aLIslKXgo9j",7,0,"-","-","Make is more  assailable to the customers","R_24MfMKo9iOX3rQ0",1,4,-0.1,NA,NA
"2183","R_6fBF9IY57kMGPcJ",12,0,"pretty","rip off","Unless you use it a lot, it's pretty much a rip off.","R_24Mk46N4JUq9IXs",1,0,NA,NA,NA
"2184","R_Uc1JPgrdeAZmgyR",12,0,"-","-","Don't make the working of your programs dependent upon an internet connection.","R_24NL0Cx6KKA6ydE",1,6,0.408248290463863,NA,NA
"2185","R_3JJeUO7urNIn1z8",0,NA,"-","-","","R_24NrzKFRx5Kb7U4",1,0,NA,NA,NA
"2186","R_40EM0sXe9qrgQhP",0,NA,"-","-","","R_24NtHXw2RpbcSi6",1,36,0.833333333333333,NA,NA
"2187","R_1H8EuL4b08ldQX7",4,0.5,"fine","-","It's  fine as is.","R_24oMrlwuUvBePXJ",1,28,0.566946709513841,NA,NA
"2188","R_3G31582VtSJfmfu",0,NA,"-","-","","R_24oVw2jv1uXdmEV",1,19,0,NA,NA
"2189","R_2tGqDiOfSxJikXh",6,0,"-","-","Offer online classes for using it.","R_24pXPFZeiH5h038",1,42,0.154303349962092,NA,NA
"2190","R_vPP2en8j2M2x80p",6,0.408248290463863,"easier","-","Make Add-ins easier to find","R_24qs1HqCTLQz4G7",1,0,NA,NA,NA
"2191","R_2R4gNYM81ZDffw6",8,0.353553390593274,"prefer","-","I prefer to install from a DVD Disc .","R_24udog0CbXAz4MU",1,0,NA,NA,NA
"2192","R_2qrSxw8FSvvwOUx",0,NA,"-","-","","R_24uErVlTDz5sHQX",1,0,NA,NA,NA
"2193","R_3Gxjfn98cqJVSBR",0,NA,"-","-","","R_24uEyEKTUF6bHBE",1,2,0,NA,NA
"2194","R_1gSaGvuD83rjuVs",7,-0.377964473009227,"-","complicated","Just streamline the whole process. Too complicated","R_24uz0yhEpdTBZlI",1,7,0,NA,NA
"2195","R_1jjFEuydyMjFdI7",42,0,"c(""work"", ""enough"")","c(""concerned"", ""hostage"")","I was your biggest fan when I purchased this years ago, but now since I have to renew every year, I'm concerned I'm going to have my work held hostage until I make my yearly payment. You have enough of my money!","R_24vSyEzG9wRGkjD",1,5,0.804984471899924,NA,NA
"2196","R_3G1Z5D59R72cBeH",1,0,"-","-","Nothing","R_24w1KJw8Tx5JU08",1,0,NA,NA,NA
"2197","R_1OSPt3FIhO66Sxf",0,NA,"-","-","","R_24wpCm1HvGmFhtL",1,0,NA,NA,NA
"2198","R_AL4AVmANz3KBI09",22,0.21320071635561,"excel","c(""unexpectedly"", ""bad"")","my excel keeps shutting down unexpectedly  -  consequences are not so bad now that I changed settings to auto save changes every minute...","R_24wqhfVpjhyS3bd",1,0,NA,NA,NA
"2199","R_wRIHAvAJdK3eBcl",0,NA,"-","-","","R_24x8mZY2DpryxIS",1,7,0.377964473009227,NA,NA
"2200","R_1i9HBmCcx8kAxPO",12,0,"-","-","Make it possible as an already-installed package on a new laptop.","R_24xiptbFw382Pa7",1,0,NA,NA,NA
"2201","R_3n1PgzVeFOg6uoT",0,NA,"-","-","","R_24zOcv203cFGIHJ",1,8,0.353553390593274,NA,NA
"2202","R_1OTyQiLmrJZq58H",0,NA,"-","-","","R_25ARHQzz2IQk7bD",1,0,NA,NA,NA
"2203","R_3FUnKuPbqFvCR1O",0,NA,"-","-","","R_25AyHwMojZBbAVU",1,0,NA,NA,NA
"2204","R_3kdd4T0nyySRAoc",12,0.577350269189626,"c(""work"", ""properly"")","-","Make the background color feature work properly with non-standard page sizes.","R_25Bj0UPUmSdVbxM",1,0,NA,NA,NA
"2205","R_2coPLJMhrKKbuCf",30,0,"-","c(""costly"", ""costly"")","In the long run , I think that it would be less costly for me to have purchased the software. Do you offer more costly solutions for students, businesses or seniors?","R_25BkBMvMt17lGy7",1,7,0.680336051416609,NA,NA
"2206","R_32OPh0PA3Lu9VQG",0,NA,"-","-","","R_25EC7mVmEnpnMx0",1,0,NA,NA,NA
"2207","R_2qz38GrNrHi10mk",47,-0.291729982995789,"crisp","c(""pale"", ""hell"", ""issue"")","Can barely read any text on website view of outlook.. Made font and text so pale /translucent instead of crisp. What the hell are you guys thinking. And there is no setting to fix it.  Known issue for some time. This is basics. Flunked on acid guys.","R_25EdRVNlhhFmXe3",1,20,-0.447213595499958,NA,NA
"2208","R_3CWdvFX05A8ZFyU",0,NA,"-","-","","R_25Ege7uTa9UuiE4",1,0,NA,NA,NA
"2209","R_1nUbOdfcNu21Uiw",0,NA,"-","-","","R_25EZHJVzku2vULB",1,16,0.25,NA,NA
"2210","R_1Kvg3dRKXowwyL0",12,0,"-","-","I just need to learn more about it, and that's on me,","R_25FJspd624iuWLA",1,2,0,NA,NA
"2211","R_QbKRqHr53tXRUw9",13,0.554700196225229,"c(""available"", ""well"")","-","Allow the extras from 365 to be available for home use 1 user as well.","R_25FmL4cSSDvkGjt",1,0,NA,NA,NA
"2212","R_3CPjKV0TrXMm9Vc",2,-0.707106781186547,"-","crashing","Less crashing","R_25FTKIvaH0OHVOi",1,23,-0.208514414057075,NA,NA
"2213","R_3fE3PrfqWyNWF5L",18,0.471404520791032,"c(""support"", ""easier"")","-","Make tech support easier with links set in each type software connecting those who specialize in that software","R_25G89L7u6rypqyP",1,6,-0.408248290463863,NA,NA
"2214","R_1QoJRtAbKpwACqD",2,-0.707106781186547,"-","expensive","less expensive","R_25GBFZnvVYIW1sy",1,0,NA,NA,NA
"2215","R_1rohXhZ7fRl1hCx",2,0,"-","-","not sure","R_25GjDTEIQzKFSOf",1,54,0.272165526975909,NA,NA
"2216","R_32Sd6EJY88lCAEp",2,0.707106781186547,"good","-","doing good","R_25GRvZR8GZcAc8Y",1,0,NA,NA,NA
"2217","R_a3hOQ0zlDpRPscx",83,0.351245631967009,"c(""available"", ""better"", ""ideally"", ""available"")","-","I live in a rural area and the only ""broadband"" available to me is via satellite. I wish Microsoft would come up with a better way to update Office (and Windows for that matter) for those of us on a metered connection with data caps during ""prime time."" Ideally, the user would get a notice that ""updates are available"" but would allow the download/installation to occur at a user-selected time (say, 3AM). Thanks for asking and thanks for considering this request.","R_25HIo87W0uQxHRQ",1,0,NA,NA,NA
"2218","R_1QmCviJf9DIKDXN",4,-0.5,"-","nightmare","Authentication is a nightmare.","R_25HJQ5j3rmhZVRa",1,0,NA,NA,NA
"2219","R_2ano6AI0k2TLPiB",12,0.288675134594813,"available","-","Make more symbols and emojis easily available as you write I text.","R_25Kk7FK0THbqKBU",1,0,NA,NA,NA
"2220","R_AsoSovpLZ8yhr6p",6,0,"-","-","Lower cost for. Very small usage","R_25KO7mz2aBZiulK",1,16,0.45,NA,NA
"2221","R_3CWrXST4OzkPXmm",11,0.301511344577764,"better","-","Give a longer trial version so consumers cab better understand Office 365","R_25kXv5VE8EbzRol",1,0,NA,NA,NA
"2222","R_3M078wKp2IEE1ud",14,0.267261241912424,"easier","-","It used to be easier to handle the Tools Bar and other editing features.","R_25L3WFEb7SftSP9",1,8,0.353553390593274,NA,NA
"2223","R_potPsq66xgGt4KB",10,0.316227766016838,"fine","-","I think it is fine just the way it is","R_25L9xeJ2oQtywii",1,16,0.5,NA,NA
"2224","R_1kFfgNhV5q25j6M",0,NA,"-","-","","R_25Lctc0zyMZ0IZm",1,0,NA,NA,NA
"2225","R_3gYE0lBImxmq4H6",0,NA,"-","-","","R_25LRhS7QKH5ZZKU",1,0,NA,NA,NA
"2226","R_2OSDIKEG15I04GT",5,0,"-","-","don't use it very much","R_25MdR8Upgcf0t3g",1,4,0.9,NA,NA
"2227","R_1LHlyFBFAB4evzB",8,0.353553390593274,"better","-","More refinments to the mobile app.  Better calendar.","R_25MFnEN9nYkjufE",1,0,NA,NA,NA
"2228","R_2y8Ct827fMDy6nC",25,0,"-","-","Provide instructions on the other systems on my license. The ""minimalist"" instructions provided only addressed the 1st system..  Can't be used for the additional installations.","R_25NEwDg1bDbSDLH",1,0,NA,NA,NA
"2229","R_3lWTIe4BT4hKqdU",6,0.816496580927726,"c(""support"", ""ease"")","-","Support a ease of start up.","R_25NGyltYI7mvnGa",1,10,0,NA,NA
"2230","R_4Zx5CTAglknXinv",2,0,"-","-","N/A","R_25NSrLYRyYoOJvt",1,10,0.316227766016838,NA,NA
"2231","R_2XaGPpx8kdFUo6X",0,NA,"-","-","","R_25R3jstr7sB6EKz",1,12,0,NA,NA
"2232","R_2awwDMcspdBYq4W",0,NA,"-","-","","R_25RO9rywoIx8gRe",1,10,0.569209978830308,NA,NA
"2233","R_wTv1ztjCZKTZDvH",8,-0.353553390593274,"-","hated","I always hated the newer version of Access.","R_25RPEYjYegbsjnO",1,5,0,NA,NA
"2234","R_xgEmNJDC4NLnSql",0,NA,"-","-","","R_25SdjfKnW5UB63w",1,0,NA,NA,NA
"2235","R_BPUBnPYcJU0M7Tz",20,0,"-","-","I don't use the Office 365 programs that much as I am retired. Mainly use computer to research topics; products etc.","R_25t1Qa3Ln3RCGYn",1,5,0,NA,NA
"2236","R_1IrP7551m373aIZ",38,-0.454219979166135,"-","c(""glitches"", ""splitting"")","I find more glitches in this than previous versions. Tables in Word are one thing that come to mind - ""splitting"" a table after cell merging. There are others too, but not coming to mind while I type survey.","R_25T2AF31XPzDL8C",1,5,0,NA,NA
"2237","R_1LUNqoedNquKU03",30,0,"economical","ridiculous","Allow one time purchase of 365 at economical price.  Annual renewals are for businesses.  Personal use should be one time buy.  Ridiculous that I have to renew every year at home.","R_25t5AItwWdhhIWQ",1,2,0,NA,NA
"2238","R_2X4jZDLkx4WKWkr",0,NA,"-","-","","R_25tEZL6YitBad6G",1,0,NA,NA,NA
"2239","R_zZtJnvBqi6kzahz",0,NA,"-","-","","R_25TKIKzEFHlgEAy",1,7,0.377964473009227,NA,NA
"2240","R_3Gy8hwzfm7P0hau",2,0,"-","-","don't know","R_25TOKUAzBzCOuvO",1,21,0,NA,NA
"2241","R_28XKtyHOMW5iimq",14,0.267261241912424,"easier","-","Make sure it incorporates all the data/information in a format easier to find.","R_25tPrseRBok9eU1",1,10,0.632455532033676,NA,NA
"2242","R_1OTxgQWiniLftya",2,0,"-","-","No comment.","R_25TpS9aTsIg4bkW",1,54,0,NA,NA
"2243","R_2sdtYWJTdwOc13h",0,NA,"-","-","","R_25ubfgNoEQJls45",1,7,0.377964473009227,NA,NA
"2244","R_2RQzq9A44INSMky",9,0.333333333333333,"happy","-","I am happy with it the way it is.","R_25ucQLMu8KIxY4B",1,2,0,NA,NA
"2245","R_OJwtD7huY5wBCz7",0,NA,"-","-","","R_25uUlsiWg2YmQqS",1,5,0.447213595499958,NA,NA
"2246","R_2tFmGH7zRLpZgbE",11,-0.0603022689155527,"-","problem","The only problem I have is signing in all the time.","R_25vbRR1gFlBovEV",1,3,0,NA,NA
"2247","R_2AQjj0iegeda1BW",3,0.577350269189626,"good","-","good as is","R_25vcdTZN2vrlMn7",1,0,NA,NA,NA
"2248","R_3ktgqo7nuffPCJn",5,2.05718253929981,"c(""intuitive"", ""clear"", ""concise"")","-","More intuitive. Clear, concise tutorials.","R_25vgJ0t2mrvcaxL",1,5,0,NA,NA
"2249","R_By1UGAqkvcaI1jP",0,NA,"-","-","","R_25vmySjVjO59etq",1,0,NA,NA,NA
"2250","R_1OUgtpHeEO7D1tj",3,0,"-","-","Provide more tutorials.","R_25WIX0awS7gQXXO",1,26,0,NA,NA
"2251","R_bfNIdRACTKdhwqZ",0,NA,"-","-","","R_25WlqSiBW7YEIwa",1,9,0.333333333333333,NA,NA
"2252","R_1gLXe4ZI20Yvie9",0,NA,"-","-","","R_25WuKnP5rmacr0a",1,2,1.27279220613579,NA,NA
"2253","R_2QsPCKaFxKOl8hd",0,NA,"-","-","","R_25XvBEtDAwQJVvh",1,8,0.707106781186547,NA,NA
"2254","R_1JCnk2QgU9ZQi7A",15,0.774596669241483,"c(""support"", ""available"")","issue","Keep Support live access quickly available when on line FAQ do not serve the issue","R_25ynu8tacX9W3qY",1,0,NA,NA,NA
"2255","R_2X724ORmDsmKWf1",32,0.848528137423857,"c(""important"", ""ready"", ""great"", ""clean"")","-","Yes , what about a folder to put your important document into therefore when you are ready to review them you can. This would be great when you are clean out your email.","R_25YqOMc2wiHOvds",1,0,NA,NA,NA
"2256","R_xgUQ5VUci4bbvHj",0,NA,"-","-","","R_25z011FCJHOW8Yx",1,0,NA,NA,NA
"2257","R_2vYMOzowY9ZBvgF",6,-0.408248290463863,"-","difficult","there are things difficult to follow","R_25z0gUCR65abLyP",1,20,-0.223606797749979,NA,NA
"2258","R_QfyNLFluuTVQEFP",7,0,"-","-","I'm not sure don't  really use it.","R_25z5AERCAEVU8rU",1,7,0.377964473009227,NA,NA
"2259","R_1hL1SHt7bTVFHt6",0,NA,"-","-","","R_25zn4pVW3s7cq1f",1,3,0.577350269189626,NA,NA
"2260","R_331jQR1aQJpBatf",16,-0.25,"thank","-","I retired several years ago and do not nor will not use it anymore. Thank you","R_25ZqhiGnKtKqMQR",1,0,NA,NA,NA
"2261","R_2VlpY8q5waI2ujA",0,NA,"-","-","","R_25zTUwYqYa18vOz",1,51,0.672134440333445,NA,NA
"2262","R_2B55A3xwhkrrQNG",9,-0.0666666666666667,"-","expensive","make it a little less expensive.  BRING BACK SUNRISE","R_25Zxigw0p1nZH4E",1,0,NA,NA,NA
"2263","R_2rw4dnvWYlwFIdD",6,0.408248290463863,"better","-","Better organization, easy to use...Practical","R_262BBglO2RlpfIs",1,2,0.707106781186547,NA,NA
"2264","R_2XbVjQAe08mfHvV",0,NA,"-","-","","R_262RAKPqp58zz7d",1,0,NA,NA,NA
"2265","R_1DUnG7N2R9GZYre",8,-0.353553390593274,"support","c(""problem"", ""unresolved"")","Problem in Excel.was unresolved by technical support","R_263abaYynoaPHfs",1,0,NA,NA,NA
"2266","R_3EAaIuLkE6Q76dI",3,0.577350269189626,"fine","-","It is fine!","R_263I8RlMaeCJD1k",1,17,0,NA,NA
"2267","R_uyxEMt5256Gr4Nr",6,0.408248290463863,"fantastic","-","The customer service rep. was fantastic.","R_263jdhWMh8nPCRI",1,0,NA,NA,NA
"2268","R_1dyuv5k2NjGQdEo",0,NA,"-","-","","R_263Uoj7XolcqRuJ",1,0,NA,NA,NA
"2269","R_2Tz2YTONZwH7SyR",0,NA,"-","-","","R_2643369iDVPLVsh",1,0,NA,NA,NA
"2270","R_2V28dCy6wucc54D",0,NA,"-","-","","R_264rWvUOWTSl9rk",1,20,0.178885438199983,NA,NA
"2271","R_3siChUpeMafdwJB",0,NA,"-","-","","R_2652yHuQamNzYpC",1,14,-0.267261241912424,NA,NA
"2272","R_1OHqJc09mnU3nsv",31,0.35921060405355,"c(""better"", ""clarity"")","-","Better clarity on how to update OneDrive w/o having to wait for the computer to decide. At least I haven't found the update. This is when switching off between computer","R_265OvOjZJSlpqjI",1,9,0,NA,NA
"2273","R_2VNFLxHKKrp7ElW",0,NA,"-","-","","R_265q3AOAfsLUjvd",1,2,0,NA,NA
"2274","R_2WHg1gJrik9M5HV",1,0,"-","-","PRICE","R_2675L4WoMJKFIDT",1,4,0,NA,NA
"2275","R_Z3tYYNGvmqGKTmN",0,NA,"-","-","","R_268EdAwxDsGDwAB",1,15,0,NA,NA
"2276","R_3R42kF776uGScQl",0,NA,"-","-","","R_268uldkBHO1RJW6",1,0,NA,NA,NA
"2277","R_32XxbdHvIihKfzJ",0,NA,"-","-","","R_268Xhh2jV1aUx2l",1,17,0,NA,NA
"2278","R_3HouJvwaOun6JPg",52,0.94299033358289,"c(""transparent"", ""painless"", ""better"", ""consistent"", ""improve"", ""happiness"")","-","The more you implement functionality that makes moving from local Office Pro installs to O365 transparent and painless, the better.  Also - please do not fiddle with the user interface too much.  Keeping this consistent (unlike the past change cycles from XP to Vista to 8 to 10) will greatly improve customer acceptance and happiness.","R_269dJCAPAeCnRX7",1,0,NA,NA,NA
"2279","R_22OWJ4X0rR2npeV",0,NA,"-","-","","R_269Pw9VnKmr4ghz",1,0,NA,NA,NA
"2280","R_UKm6YglYzbwCFz3",7,0.377964473009227,"love","-","Nothing at this time, I love it!","R_26a6RkRvYhdF9XT",1,0,NA,NA,NA
"2281","R_2y8Ucq6ZJjub97l",2,0,"-","-","N/A","R_26alATCpO5pgll2",1,0,NA,NA,NA
"2282","R_2CmiuPzvHU8PJIK",0,NA,"-","-","","R_26bzPgUFstcwHFK",1,0,NA,NA,NA
"2283","R_3gTUHyLU55GraOM",0,NA,"-","-","","R_26eDQVg3Wi31eGJ",1,3,0.577350269189626,NA,NA
"2284","R_3n26SUFtufEDpCd",0,NA,"-","-","","R_26ezbhq8Fmg33aB",1,0,NA,NA,NA
"2285","R_Ajm62gISS47z3EZ",5,0.447213595499958,"easy","-","Make it easy to operate","R_26fJsFpQJbl58eu",1,0,NA,NA,NA
"2286","R_28zCOeNWXbyxDzA",0,NA,"-","-","","R_26fozgRPVcYuIV7",1,0,NA,NA,NA
"2287","R_1ptUIkOnmgFZsWQ",5,1.34164078649987,"c(""pretty"", ""good"", ""cheaper"")","-","Pretty good, cheaper would help","R_26gTrmY20DoTCKU",1,44,0,NA,NA
"2288","R_2Pw1yUM49F6E2EK",83,0.219528519979381,"c(""excel"", ""work"", ""top"", ""loved"", ""top"", ""recommend"", ""happy"")","issue","I have not been able to get Excel to work on my lap top since I downloaded the program in 2010.  I would have loved to have that fixed, but Microsoft wants $50 dollars to diagnos the issue.  I do not want to pay that on top of the rediculous fee I pay every month. So, no, I would not recommend it. It is necessary for this day and age to have a word processing program, but I am not happy about using this one....","R_26hvox3rz7sgpKM",1,11,0.301511344577764,NA,NA
"2289","R_1INtwIFEEgzsm2Y",6,-0.408248290463863,"right","-","Can't think of any right now.","R_26hX6HU51GM56LT",1,4,0,NA,NA
"2290","R_782OIk8nM50RVhn",0,NA,"-","-","","R_26hY84b9ETb7Bi5",1,46,0,NA,NA
"2291","R_paRn6Ux9kXhKyt3",7,0,"-","-","Reduce the amount of the annual renewal.","R_26l2l5DLEnXSPlj",1,24,0,NA,NA
"2292","R_2YFkNuyJaQCayyk",25,0.4,"c(""happy"", ""easy"")","c(""hard"", ""problems"")","hard to sa\y   no problems so far   but one thing for sure is that I am happy you are easy to get in touch with","R_26liqnmv8ied1B9",1,0,NA,NA,NA
"2293","R_5h88TGebblSoP17",5,0.447213595499958,"better","-","Better explanation of the changes","R_26lK9CON5AY2MqO",1,25,0.92,NA,NA
"2294","R_3nlocEZ9xglUarb",2,0,"-","-","More tutorials","R_26ltk6T5lDPmg81",1,4,0,NA,NA
"2295","R_eYb0zRZd88jICTn",1,0,"-","-","No!","R_26m6wytoxlGuRTv",1,0,NA,NA,NA
"2296","R_NXThupyifvtfVOp",0,NA,"-","-","","R_26nerx0evFOd1Zx",1,5,0,NA,NA
"2297","R_2Qm1Lme9kQ6a7Bk",10,0.632455532033676,"c(""progress"", ""fine"")","-","Continue to progress with today's technology and it'll be fine.","R_26nVn6eTmqJ4bhy",1,74,0.232495277487639,NA,NA
"2298","R_RhkHr12K76OBpZL",4,0.5,"easy","-","Easy access to files","R_270QLpggActiV8T",1,0,NA,NA,NA
"2299","R_28ZIb02gxJtwGj9",0,NA,"-","-","","R_273aJuRDd79YEul",1,81,0,NA,NA
"2300","R_3qkG6SykN2kseu8",13,0.277350098112615,"improve","-","Improve the experience for photo storage in onedrive. Use Google photos as reference","R_273BOKsxxyo8xzu",1,3,0,NA,NA
"2301","R_1LqvQ0S4A88bs3T",13,0,"-","-","Provide more/better clues to do what one used to do in Office 2007","R_273cY8V9ukc5fP0",1,21,-0.218217890235992,NA,NA
"2302","R_UN4Div94K05qIYp",40,0,"well","greedy","Allow a :""pick and choose"" option for each application for a much lower fee for each and as well as a bundled price.  Paying for the whole package with a yearly fee feels greedy to most of us out there!","R_273dAlkwRL0lMTX",1,0,NA,NA,NA
"2303","R_3GrN171tsOJGri1",30,0,"c(""stability"", ""excel"")","c(""issues"", ""issues"")","Stability and reliability of specific products - MS Outlook, MS Excel - and integration with Windows 10 (which in itself may be a root cause of some issues) are major issues with Office 365.","R_273g8uOq9YGI2T2",1,5,0.447213595499958,NA,NA
"2304","R_2fqdnbTuDEEJY4Z",5,-1.60996894379985,"-","c(""limit"", ""accidental"")","More privacy. Limit accidental sharing","R_273VzhEtAWLRDhm",1,74,0,NA,NA
"2305","R_2pKwGpwokyPyLLU",0,NA,"-","-","","R_273zElMUi9aQKER",1,0,NA,NA,NA
"2306","R_2txT7wyay1MhlIF",0,NA,"-","-","","R_274eC9R4iooUq5H",1,0,NA,NA,NA
"2307","R_2CE4FEfNDCVIE1s",0,NA,"-","-","","R_274k1vMjvo4wnuv",1,3,1.03923048454133,NA,NA
"2308","R_4Vig5IGdDCGVc3f",28,0.188982236504614,"excel","-","I don't really understand how Office 365 can be used for home use. I only use my computer at home for email and occasional excel and word file docs.","R_274lOZtpKccoL6E",1,0,NA,NA,NA
"2309","R_5bv5YUnceX91RjX",19,0.229415733870562,"easier","-","Option of email style interface. I use Google inbox and outlook web based. Google makes easier to add severs","R_277iPPNZB2HeUw8",1,6,0.816496580927726,NA,NA
"2310","R_2eWtr04sO1bVSqS",18,-0.235702260395516,"-","problems","I have had problems with edge at this popup that continues to tell me that it can't connect","R_277o2DLRWCy7nwZ",1,0,NA,NA,NA
"2311","R_2Y4hO92elsg9Q4o",0,NA,"-","-","","R_278aMsAaMFacmHH",1,48,0,NA,NA
"2312","R_Thlc9cLir6MyBEt",0,NA,"-","-","","R_278YDfVib3YQeYj",1,0,NA,NA,NA
"2313","R_vYsFODfgLvYrGoh",0,NA,"-","-","","R_279ATZzjzIrLHBR",1,0,NA,NA,NA
"2314","R_2BbubMJhycwQ6PT",24,0,"happy","hangs","Happy with Office 365, but tell whoever designed Edge to fix it. It hangs a lot or doesn't display pages. They don't send out surveys.","R_27a3BXxxO8NdDUV",1,12,0.288675134594813,NA,NA
"2315","R_6fF0aMfChuDZqIV",0,NA,"-","-","","R_27ah4Bc2RUOLXUt",1,0,NA,NA,NA
"2316","R_2TLjcBc2YgdJAzf",4,0.5,"easy","-","Provide easy online tutorials","R_27BfIeFAsmhbapO",1,3,-0.577350269189626,NA,NA
"2317","R_1l03HMG9RGL6Bao",0,NA,"-","-","","R_27BfIrPHXzjD3Y0",1,5,0,NA,NA
"2318","R_r1OdKkuOA9YljkR",0,NA,"-","-","","R_27Bj6JuTKxhpY26",1,5,0.447213595499958,NA,NA
"2319","R_32RbTTffRzmFkmi",3,0.577350269189626,"cheaper","-","Make it cheaper","R_27BTbehobw4DhOH",1,24,0,NA,NA
"2320","R_3hgS6vTpKABMPo8",0,NA,"-","-","","R_27BYUrPIo9B0D9Q",1,21,-0.218217890235992,NA,NA
"2321","R_2VdTfkenvupv7Bt",0,NA,"-","-","","R_27CDSm5I8BP4GTa",1,5,0.447213595499958,NA,NA
"2322","R_pRXy8hQfHBFvVG9",0,NA,"-","-","","R_27CgXfgPDUGXJE0",1,4,1.4,NA,NA
"2323","R_3F4hjc4cM1efM1P",0,NA,"-","-","","R_27CoBd0NP5aAk7N",1,0,NA,NA,NA
"2324","R_tVvsKM5p8ENoA3T",81,-0.133333333333333,"-","c(""useless"", ""horrible"", ""worthless"", ""problem"")","1 - the Help systems needs to be downloaded with the programs when installed on a PC. Having no access to help when I am not connected to the Internet makes your product just slightly above useless.\2 - OneDrive sync is horrible. If I'm offline and don't sync for a week or so, it doesn't sync any of those files. Even a manual sync doesn't recognize the new files. It's worthless as is. Should be able to read the date stamps no problem.","R_27cWKYlLkuduFxX",1,42,0,NA,NA
